341,641,1
377,641,1
854,1617,1
872,1858,1
1063,1617,1
1236,4064,1
1341,5749,1
1545,5749,1
1620,2350,1
2716,11249,1
3564,11003,1
3822,14077,1
3903,14077,1
4026,15679,1
4173,5225,1
4350,4118,1
4385,17929,1
4392,8425,1
4584,20814,1
4662,21633,1
4723,7592,1
5158,1196,1
5225,15956,1
5555,24190,1
6167,23141,1
6189,11485,1
6364,25110,1
6382,23141,1
6906,26309,1
7062,20405,1
7195,1014,1
7448,15956,1
7479,7516,1
7740,11485,1
8037,515,1
8092,515,1
8897,15837,1
8990,7592,1
10124,19320,1
10302,15956,1
10316,515,1
10365,19320,1
10504,32844,1
10945,26142,1
11220,20753,1
11366,20753,1
11436,44368,1
11526,33561,1
11569,45031,1
12175,515,1
12359,515,1
12997,41517,1
13158,42603,1
13377,10313,1
13599,515,1
13981,42603,1
14004,10313,1
14155,10313,1
14401,58480,1
14433,10313,1
14435,41503,1
14554,10313,1
14625,10313,1
14698,58532,1
15246,36074,1
15916,65069,1
16219,36821,1
16227,1858,1
16434,515,1
16846,37652,1
16985,37616,1
17064,69223,1
17349,24348,1
17790,44482,1
17823,24348,1
18387,74125,1
18476,68113,1
18609,1093,1
18612,68578,1
18892,1093,1
18940,73294,1
19026,76277,1
19124,68578,1
19421,1497,1
19444,2243,1
19583,50355,1
19726,24348,1
20232,10313,1
20311,3157,1
20694,77356,1
22803,42627,1
23047,77356,1
23484,2243,1
23754,25229,1
24121,2243,1
24393,70463,1
24398,101296,1
24462,54029,1
24496,101660,1
24537,41923,1
24602,102008,1
24846,102980,1
24966,103463,1
24970,103464,1
25195,44833,1
25284,104805,1
25449,34867,1
25491,105566,1
25890,41503,1
26058,107523,1
26086,107656,1
26431,108519,1
26542,106322,1
26917,105714,1
26920,70034,1
27396,112375,1
27403,68113,1
27451,112511,1
27572,112888,1
27769,113543,1
27839,71483,1
27850,71500,1
27946,114069,1
27976,114155,1
28075,114419,1
28163,114937,1
28242,112959,1
28447,14728,1
28798,76231,1
28831,117068,1
29065,76277,1
29127,118193,1
29143,118257,1
29151,61945,1
29382,119055,1
29451,119338,1
29501,119518,1
29509,118187,1
29527,73360,1
29554,77513,1
29841,120643,1
29865,120703,1
29921,120848,1
30005,120532,1
30219,121929,1
30229,37616,1
30264,122065,1
30431,68647,1
30447,122717,1
30488,122877,1
30500,122954,1
30549,123146,1
30695,57251,1
30727,123423,1
30806,116002,1
30810,124050,1
30892,57251,1
30995,75029,1
31521,126907,1
31524,123980,1
31534,121343,1
31555,127090,1
31604,120782,1
31748,73360,1
31818,128561,1
31859,128995,1
31883,129164,1
31981,129929,1
32037,130441,1
32189,75029,1
32296,122518,1
32310,131892,1
32362,38659,1
32416,131371,1
32492,132778,1
32818,134101,1
32867,43807,1
32894,134511,1
32898,134514,1
32984,134936,1
32989,134943,1
33265,136008,1
33324,122518,1
33369,131704,1
33452,136756,1
33510,133936,1
33525,137063,1
33615,137373,1
34190,121592,1
34385,132621,1
34404,140460,1
34547,140934,1
34632,141178,1
34640,19218,1
35011,142613,1
35015,96913,1
35018,103072,1
35045,142751,1
35358,143786,1
35438,115018,1
35490,144162,1
35568,132621,1
