36716,82539,1
123122,417308,1
55818,217692,1
209457,197953,1
226440,483136,1
27451,50180,1
31555,112062,1
215326,511755,1
32894,96769,1
43703,50442,1
104578,430848,1
70732,81840,1
85069,283665,1
195640,321939,1
29865,98778,1
36252,145526,1
40693,44131,1
83754,64599,1
36027,106208,1
42630,57226,1
41276,148320,1
102066,186695,1
32984,123255,1
31981,84180,1
41672,105975,1
272935,486418,1
872,18,1
29451,62916,1
37233,95700,1
70732,68959,1
139805,33213,1
222428,673230,1
29143,101574,1
83728,65100,1
95350,394363,1
209177,430848,1
297905,484047,1
19026,6915,1
98015,252317,1
28831,50547,1
76917,72137,1
84692,330066,1
98015,324259,1
139842,429192,1
31981,85654,1
36547,119776,1
45114,53008,1
32898,118534,1
35358,85161,1
33452,112232,1
36484,118999,1
49967,50094,1
74186,135605,1
227430,797728,1
32037,98219,1
35011,60220,1
36252,73584,1
33510,63975,1
41701,92863,1
139842,118178,1
19026,48598,1
27976,106227,1
29451,64144,1
35916,103833,1
95014,47644,1
174091,357462,1
24970,64077,1
35642,85621,1
36484,136563,1
83659,206488,1
209797,491209,1
173930,256607,1
33452,128153,1
41176,143548,1
42485,127734,1
124604,272,1
197698,487599,1
32894,93483,1
33452,50131,1
14625,45791,1
36027,89981,1
125352,123787,1
131874,118487,1
182674,491379,1
33452,73022,1
36196,96943,1
40515,127895,1
70732,202189,1
33452,99182,1
40588,63572,1
110522,351188,1
25491,34538,1
33452,39231,1
33452,90171,1
33452,63656,1
41658,93933,1
280373,163882,1
24970,88949,1
32894,72066,1
265109,400704,1
32984,39076,1
31818,128818,1
40574,8619,1
197142,428632,1
32189,116038,1
32492,63948,1
301164,852266,1
32989,65803,1
25284,64155,1
27451,89713,1
27769,99411,1
31555,122885,1
32037,66884,1
35358,141351,1
43620,82238,1
76020,281,1
241349,873269,1
24970,86739,1
30500,118201,1
31555,98783,1
40807,106667,1
112922,399812,1
121534,335262,1
294899,1006491,1
27976,108208,1
70126,61602,1
30500,63179,1
32189,87236,1
35642,63036,1
204807,161386,1
224091,454726,1
81759,64295,1
23754,92521,1
30488,62486,1
31981,127844,1
32037,113665,1
164315,399481,1
14401,44167,1
33510,89245,1
195747,63019,1
27451,46556,1
35045,37479,1
210546,517545,1
41855,97989,1
77551,58211,1
204807,468513,1
27769,54688,1
102066,377944,1
237266,783669,1
25195,83129,1
25284,58473,1
139805,99768,1
39638,139269,1
35916,64208,1
30264,48871,1
32492,83739,1
38848,110817,1
40807,38638,1
72385,9498,1
24496,90945,1
30549,44420,1
35568,27902,1
44238,49739,1
48446,110742,1
76917,258119,1
29921,53527,1
32898,119118,1
32037,50980,1
30500,108208,1
31981,78100,1
32037,93645,1
43620,85693,1
104072,431964,1
139805,319049,1
217264,628945,1
1063,881,1
27946,65172,1
35916,48456,1
36547,52686,1
110522,58737,1
123122,455290,1
177931,117243,1
40746,63353,1
71140,183259,1
110522,431972,1
26086,107993,1
